"","G3R3","G1R2","G1R3","G1R4","G3R1","G3R2","G1R1","G3R4"
"FBgn0029656",247.391,356.026,217.211,358,278,70,123,331.34
"FBgn0029657",263.4495,464.6645,256.0606,408.7521,304.7998,93.17333,197.71202,332.0444
"FBgn0029658",297.7272,472.9999,280.0004,580.875,323.8082,70.1218,171.005,290.0226
"FBgn0029659",1764.69,2774.84,1658.99,3125.27,1872.18,395.301,1065.88,1906.19
"FBgn0029660",247,345.254,199.25,388.257,258.331,53,146.264,291.223
"FBgn0029661",559.81379,861.1043,505.7498,951.7668,639.4108,129.008,345.736,644.7723
"FBgn0029662",1061.837,1341.968,1101.6571,1774.537,1912.4422,1889.4,1165.943,1611.412
"FBgn0029663",141.02519,207.9996,173.9999,329.2708,178.0004,148.0391,209.03223,124.5128
"FBgn0029664",542.02139,817.39001,583.227,736.0179,580.558,695.72447,597.99988,468.13
"FBgn0029665",504.662,907.391,585.829,891.266,573.356,352.069,557.849,579.624
"FBgn0029666",1722.1688,1989.2391,1600.9185,1588.3932,1900.9265,1693.9784,1754.3549,1634.8622
"FBgn0029667",394.2842,668.076,394.5612,731.179,544.2696,119.679100130763,307.9999,542.404133328
"FBgn0029669",145,173.8027,109,200.952,106,41.2009,70.0039,159.5698
"FBgn0029672",348.8432,375.67060307951,287.4116,268.2758,353.5718,390.2676,332.8502,241.5072
"FBgn0029676",3970.4294,5481.029,4650.569,4285.696,5383.345,4053.387,4189.379,4967.711
"FBgn0029679",247.096,380,190.373,368,272.016,56,134,341
"FBgn0029681",2114.65,1368.31,2663.23,1640.1,3570.28,5934.56,1867.28,4643.92
"FBgn0029685",927.177,875.9525,733.6778,710.269,890.358,1030.066,740.3078,1011.105
"FBgn0029686",454.252,440.579,353.118,344.0603,498.249,451.225,370.392,378.399
"FBgn0029687",7329.66,8147.2453,7057.15,7461.2603,8176.59,8352.5194,7898.87,7146.18
"FBgn0029688",3885.99,4610.73,3814.43,4237.55,4817.47,5189.93,4169.102,5094.93
"FBgn0029689",209,309.018,183.857,247.722,240.652,179,160,212
"FBgn0029690",398.57,0,0,1260.03,496.451,457,13,146.846
"FBgn0029693",1053.5033,1188.66,762.31531,802.82811,1088.2135,859.016,805.04826,879.22899
"FBgn0029694",52.5814,89.263,42.1996,79.6481,76.9696,14.1622,26.445,64.7492
"FBgn0029696",0,1,1,1,1,1,2,2
"FBgn0029697",55.0073,72.0019,59.0034,111,57,11,64.0164,33.0036
"FBgn0029700",495.35,885.742,473.249,989.143,623.942,118,328.667,592.421
"FBgn0029701",81,162,111,190,143.124,25,62,134.192
"FBgn0029702",1324.92,2242.36,1238.7,2401.75,1704.87,247,806.739,1488.53
"FBgn0029703",1170.167,1669.128,987.595,1615.855,1221.079,285.0002,625.034,1449.848
"FBgn0029705",689.521,1209.06,654,1200.03,828.249,164,435.691,858.051
"FBgn0029706",1123.17,1432.13,1162.75,1297.61,1192.54,1188.67,1155.35,1236.89
"FBgn0029707",14,13,9,10,16,6,7,10
"FBgn0029708",1211.265,1552.803,1122.504,1289.617,1548.544,1382.316,1174.187,1094.217
"FBgn0029709",1790.745,2363.929,1881.564,2246.986,2318.712,3000.348,2085.745,2719.951
"FBgn0029710",253,320.173,234.05,256.397,250.072,212,178.365,370.072
"FBgn0029711",562.489,723.137,616.041,725.532,665.505,641.458,572.101,709.244
"FBgn0029712",76.6915,107.172,62.7895,77.2829,63.89,58.2717,70.4534,76.5655
"FBgn0029713",243.309,256.846,217.011,164.717,205.11,203.917,185.635,179.472
"FBgn0029714",257,330.037,212.766,220.328,280.479,240,203,216.214
"FBgn0029715",1766.254,2412.139,1847.941,2284.663,2160.99,1988.2008,1843.453,2136.591
"FBgn0029716",17,3.00122,1.00059,1,3.00493,14,10,1
"FBgn0029717",458,729.023,397.958,698.937,535.146,102.012,248.536,578.684
"FBgn0029718",659.437,903.138,763.135,840.521,718.77,739.612,631.472,588.173
"FBgn0029719",159.225,467.202,272,465.787,188.09,153.247,297.135,160.146
"FBgn0029720",309.541,80.08256,110,187.0562,54.0495,97.00116,79.0605,37.00001
"FBgn0029722",928.122,1710.47,959.298,1919.21,1148.83,205.001,572.497,1105.25
"FBgn0029723",52.0358,65.0663,52.00003,198.9998,58.0001,99.000030558173,56.9999729629447,52.9999700175752
"FBgn0029724",318.191,445.475,275.876,442.469,351.669,79,198.004,417
"FBgn0029725",1166.72,1706.7,1026.16,1769.51,1446.15,242.207,682.373,1493.77
"FBgn0029726",103,177.0743,101,203.4212,117,26,63.99999,134.9997
"FBgn0029727",66,92,45,78,45,15,34,65
"FBgn0029728",896.0926,1435.3295,797.0314,1196.2172,1056.0041,351.9995,448.0345,1329.183
"FBgn0029729",110,222.604,124,224,157.095,28,75.2249,133.169
"FBgn0029730",673.017,990.69,580.869,966.606,800.665,179,397,877.364
"FBgn0029733",9,9,10,9,16,6.00005,12,6
"FBgn0029736",820.703,961.309,831.65,826.202,901.165,914.746,886.867,937.479
"FBgn0029737",1379.648,1871.597,1259.143,1693.39,1437.534,1004.911,1176.111,1478.093
"FBgn0029740",157.2645,244.1705,113.0057,253.9999,181.0082,29.00002,83,150.0496
"FBgn0029745",308.549,511.188,293,514.16,334,69,159.016,342.006
"FBgn0029746",374.3203,548.85384,403.8123,481.45868,543.08185,494.99792,618.4626,324.84938
"FBgn0029747",654.373,1116.46,659.146,1070.31,863.462,153.709,444.477,873.043
"FBgn0029750",2005.09,2900.25,1624.29,2920.18,2165.21,394.963,1088.81,2043.59
"FBgn0029751",264.619,507.614,311.924,548.41,363.236,51.2578,199.092,307.794
"FBgn0029752",2618.312,4505.317,2628.11,4861.941,2873.438,625.3565,1665.777,3044.866
"FBgn0029753",1494.38,2760.3,1402.21,2828.86,1718.426,340,880.253,1760.423
"FBgn0029754",54.0694,106.11,59.0405,74.2013,70.2451,25,35.0764,84.3062
"FBgn0029755",336.279,354.459,252.119,265.849,358.361,329.004,317.061,312.597
"FBgn0029756",328.6142,358.4594,285.375,325.4485,366.0001,333.4308,267.3321,404.538
"FBgn0029761",1237.2818,2508.9475,1962.1784,1881.5865,2515.0883,1754.3225,1808.64305,2246.4414
"FBgn0029762",21.0001,25,28,16,23,158.236,14,233
"FBgn0029763",2112.598117769,2458.7501,1690.031,2035.16096,2242.9832,1894.314096,1601.78680165744,2189.808
"FBgn0029765",112,15,5,15,34,40.0055,14,14
"FBgn0029766",4522.537,2805.185,2767.16,2354.732,1775.498,2664.441,3150.545,1390.048
"FBgn0029768",96.6855,134.2333,93.8305,115.0738,98.95660102642,121.0004,126.984,103.0284
"FBgn0029769",4.31449,5.76668,7.16958,17.9262,11.0447,8.99952,7.06488,8.97156
"FBgn0029770",44729.85,48.22923,64.21711,64.19735,36982.27,47199.274,66.1845,50525.842
"FBgn0029771",694.9017,910.7115,719.8921,773.2646,779.6356,873.1196,825.6077,655.2192
"FBgn0029778",680.008,945.1918,717.1351,736.0004,828.048,798.443,807.7063,670.9205
"FBgn0029783",210.9998,370.5853,267.03,362.0001,242.0074,242.3423,229.0003,267.2067
"FBgn0029785",13296.642,16326.372,12607.019,14957.91,14753.552,16855.589,13274.617,15616.917
"FBgn0029789",628,846.003,607.118,727.078,763.115,586.25,580.005,617.047
"FBgn0029791",2271.515,2102.794,1783.288,1589.306,1389.155,2377.35,2319.755,932.8659
"FBgn0029795",13.01334,9.00507,8,5,8,19.01813,8,7
"FBgn0029798",275.9998,300.365,222.0387,233.0003,235.193,194.0002,211.0836,211.0134
"FBgn0029799",157.1202,118.2936,63.7817,237.413,70.5607,83.1261,74.3205,61.259
"FBgn0029800",228.8793,255.7167,208.49,252.7323,246.7692,230.0328,194.177,209.7859
"FBgn0029801",1199.5047,1061.1355,775.2524,937.0298,1117.6715,1654.506,787.4898,1511.3769
"FBgn0029804",1180.7,362.426,581,299.004,1099.98,3009.5,951.967,4574.35
"FBgn0029807",10121,809.586,1404.66,1007.79,4410.88,12979.7,10169.7,9308.46
"FBgn0029809",167,301.091,146.145,292,171,44,101.243,174.086
"FBgn0029810",128,245,226,366,161.24,186.001,163,187
"FBgn0029811",0,1,0,0,0,3,0,0
"FBgn0029812",320.533,519.039,281.466,475,320.105,89,195.263,382.157
"FBgn0029813",18,20,23,23,21,39,32,24
"FBgn0029814",1712.44,2737.893,1919.966,2475.259,2327.686,1585.446,2024.301,1280.047
"FBgn0029816",69,99,45,138,87,9,42.0014,65.0028
"FBgn0029817",596.546,908.041,477.077,889.286,620.553,113.0071,349.9997,626.178
"FBgn0029818",1014.25,1218.18,1000.64,1124.86,1034.02,1008.73,958.436,1013.55
"FBgn0029819",1729.429,2536.29,1663.244,2599.87,1822.407,1296.881,1485.957,1892.18
"FBgn0029820",4126.9644,4283.078,3813.1029,5383.118,3944.1361,5135.6154,3598.3726,5591.761
"FBgn0029821",565.0704,803.6225,574.2045,814.191,598.2616,660.3475,632.1665,734.0371
"FBgn0029822",649.336,728.142,594.407,600.017,737.027,768.049,650.072,521.928
"FBgn0029823",6337.836,6253.113,6916.709,6040.391,5422.802,8942.829,7367.666,7036.021
"FBgn0029824",904.182,1181.143,917.157,969.709,1156.61,1101.353,1004.022,1286.751
"FBgn0029825",509.852,541.2,486.935,529.199,469.19,660.966,478.263,522.514
"FBgn0029826",135.984,142.083,78.5327,93.628,86.5435,127.319,121.21,77.6892
"FBgn0029827",2,1,1,2,1,6,1,9
"FBgn0029828",68.0016,52,67,51,33,117.071,40,143
"FBgn0029830",1028.65,1340.7275,1061.097,1088.3409,1517.987,1527.966361615,1124.362,1494.9230945309
"FBgn0029831",1339.3525,747.46,837.733,817.579,861.6616,1434.315,1079.893,1468.512
"FBgn0029833",881.932,1172.783,944.34,1001.44,1028.279,1103,987.582,895.346
"FBgn0029834",393.0224,447.001,333.0013,471.074,433.013,358.215422,351.016,396.025
"FBgn0029835",496.35897,1174.4065,891.1759,638.09209,881.5482,1360.4769,1094.8523,2355.4746
"FBgn0029836",301.82301,2494.2995,873.4264,385.79681,561.3421,385.7287,868.2515,479.04957
"FBgn0029837",685.63,885.368,624.942,1050.48138,784.7208,608.209,759.51502,510.9978
"FBgn0029838",1779.0265,1651.6603,1570.3364,1395.259,1876.3715,2364.1273,2035.8096,2043.5643
"FBgn0029839",33,43,36,28.0971,31,34,59,32.0009
"FBgn0029840",1400.429,1888.646,1346.428,1373.21849,1702.55,1411.544,1481.388,1228.52261
"FBgn0029843",340.4739,289.06527,322.7308,342.0169,196.66692,238.2584,317.7835,209.144
"FBgn0029848",4,4,1,3,18,28,2,23
"FBgn0029849",378,490.3194,352.0104,701.376,409.88443,257,329.148,335.057
"FBgn0029851",9,29,21.00004,109.00136441,18,20.00003,10,21
"FBgn0029853",279.015,346.65,232.235,353.447,289,274.096,206.013,289.012
"FBgn0029854",799.23355,783.8277,669.81521,819.97132,802.5753,935.238,675.56783,750.5796
"FBgn0029856",360.991,502.796,363.444,453.478,393.231,212.226,273.614,471.674
"FBgn0029857",473.022,630.576,446.089,505.022,522.05,506.99,483.072,477.129
"FBgn0029858",187.436,353.045,253.3555,298.628,194.3867,126.7116,200.8649,216.381
"FBgn0029859",1514.7,2484.37,1353.32,2659.74,1720.69,330.288,857.885,1744.12
"FBgn0029860",308.459,383.0003,239.2309,331.839,319.7637,296.0333,261.3986,312.9997
"FBgn0029861",833.36,1080.52,721.376,801.705,883.415,1004.58,783.193,753.047
"FBgn0029863",631.018,934.658,722.488,706.484,1316.95,1186.62,619.664,1121.88
"FBgn0029864",515.0000152468,853.8005,601.26500638812,920.430361154,675.1856,444.99989037,820.021,426.99970119556
"FBgn0029866",1312.79364,880.8466,894.854,1170.04996,1161.73414,2431.4016,1282.49694,1768.0307
"FBgn0029867",1223.52,1428.84,1093.64,1084.54,1204.68,1433.44,1238.86,1144.15
"FBgn0029868",1268.5858,2664.986,1893.7238,3326.0838,1626.8645,1577.3698,1730.5724,1491.3958
"FBgn0029870",2520.402,4027.748,2839.2898,4073.282,3293.874,2792.7257,2580.8647,2967.182
"FBgn0029873",680.286,791.633,666.54,638.903,759.647,687.518,679.405,618.886
"FBgn0029874",257.043,258.283,242.303,237.952,258.719,253.626,238.531,261.474
"FBgn0029877",450.5559,816.324,442.35182,849.85732,523.1096,109,317.24256,586.1507
"FBgn0029878",3227.1758,3177.170254534,2719.706,2457.232,2725.5419,2781.5319,3234.1764,2238.0877
"FBgn0029879",11.00000494402,5,5.000000800521,10,3.000000181237,20.0000271851,8,4.000000286669
"FBgn0029880",19,17,25,20,17,11,12,27.0341
"FBgn0029881",4101.602417,5302.058,4149.7719,5633.39359,4148.96336,3616.8790004333,4357.59953,3040.8362
"FBgn0029882",1141.71,1227.84,1045.04,1286.39,1046.76,2117.99,1242.15,1114.41
"FBgn0029885",403,519,429.944,469.147,471.288,392.583,440.008,477.022
"FBgn0029887",1695.25,2074.61,1553.83,1447.55,1893.83,1592.59,1750.18,1397.33
"FBgn0029888",756.7554,1836.8247,1161.3716,2073.234,1025.2703,881.2396,984.3622,939.0883
"FBgn0029890",790.085,1327.52,798.631,1371.35,911.868,182.297,532.301,907.419
"FBgn0029891",2349.2158526851,3083.3320000163,2235.0835,3121.7417,2502.701,2118.521,1964.8521,2495.61000591469
"FBgn0029892",139,182,134,164,129.001,131,107,116
"FBgn0029893",1976.687884,2378.7692,1822.7558,1746.4862,1984.13209672,1979.87650006058,2079.76800001224,1690.53944
"FBgn0029894",819.679,1134.729,770.384,752.3708,1015.663,856.171,890.514,817.287
"FBgn0029895",4659.578,6607.759,4512.996,4776.618,6026.156,3246.844,5393.014,3204.445
"FBgn0029896",5145.33399,2687.7771,2622.3008,2461.43387,4705.3439,7746.4509,3417.6818,10190.3906
"FBgn0029897",13533.3529,19140.2634,13824.0508,17081.885,15263.0103,18082.249,14976.7976,17319.6445
"FBgn0029898",1150.3322,528.1745,463.9997,470.3487,332.0598,1479.7593,498.2347,1423.9407
"FBgn0029899",2570.249,2834.726,2104.3509,2303.8651,2656.33578,2212.702808,2403.556,1888.43022706
"FBgn0029903",10599.34039,10556.0181284746,8119.154980185,7055.45720016076,11960.50204771,11212.2434670093,9529.34140001973,8792.42300849493
"FBgn0029905",468.652,592.391,442.595,492.216,483.077,472.902,470.074,430.802
"FBgn0029906",389.545,466.066,306.509,416,414,321,347.095,302.032
"FBgn0029907",20,29,20.0405,28,18,15,16,16
"FBgn0029909",4,6,4,7.0251,11,7,7,11
"FBgn0029911",1481.662,1702.169,1472.698,1494.879,1516.884,1545.088,1392.291,1617.443
"FBgn0029912",932.487,1358.59,936.551,1089.99,1096.19,966.385,941.872,1129.44
"FBgn0029913",437.931,417.819,403.865,357.571,475.235,604.05,406.626,552.125
"FBgn0029914",987.303,1188.257,1040.272,1043.65,1255.094,1093.17,1112.825,929.608
"FBgn0029915",379.1738,287.0005,327.8376,316.4661,278.5517,320.6945,295.4263,272.12571
"FBgn0029922",2509.329,928.648,1557.991,666.696,1446.338,6613.388,2547.087,1190.075
"FBgn0029924",1914.11,3225.19,2494.29,2532.89,3031.16,2886.57,2505.03,2726.51
"FBgn0029925",489.185,530.276,374.554,519.428,490.293,455.072,362.545,414.843
"FBgn0029928",143.0577,141,86,91.0919,120,99.0468,98.2755,87.0265
"FBgn0029929",379.3135,406.0165,347.99962,379.5485,411.1348,453.6855,453.8345,364.02916
"FBgn0029930",142,134,105.12,223,126.027,216.033,138.277,114
"FBgn0029931",0,0,1,0,0,2,0,0
"FBgn0029932",195.0532,85.0824,108.075,49.99997,118,179.9998,67,164
"FBgn0029935",585.618,573.996,448,625.159,581.501,498,508,375.027
"FBgn0029936",333.69,396.505,335.905,320.358,415.747,448.003,352.006,371.029
"FBgn0029937",903.319,844.106,646.586,699.239,729.049,794.668,871.845,613.911
"FBgn0029939",880.006197,965.0999,707.11093,704.0001,1028.33072,859.461252006,1042.8724,950.02329
"FBgn0029940",773.107,1323.62,737.229,1405.47,864.009,164,525.846,849.671
"FBgn0029941",4170.1753,5029.707,3852.879,3971.799,4733.64603,4504.95289,4435.20425,3858.086
"FBgn0029942",317.216,577,378.319,614.053,337.9997,275.9996,339.0768,358.557
"FBgn0029943",677.489,610.443,498.211,476.846,636.12,674,520.023,661.026
"FBgn0029944",1355.77,1236.03,1176.75,1070.84,1236.29,2016.94,1382.53,1159.26
"FBgn0029945",697.808,1154.76,684.466,1157.25,792.432,328.113,462.286,787.642
"FBgn0029946",833.6194,1338.6181,704.5965,1437.326,993.0058,169.9999,459.9197,952.9651
"FBgn0029947",1462.85,2371.27,1371.4,2605.49,1508.76,262.075,891.175,1540.17
"FBgn0029948",0,0,0,2,0,0,0,0
"FBgn0029949",635.268,993.042,585.453,1114.56,755.141,118,378.529,731.843
"FBgn0029950",31.01017,95,77,239.9996,47.04164,23,53,27
"FBgn0029951",946.08,1495.76,927.844,1703.66,1207.2,186,574.075,1151.4
"FBgn0029952",855.794,1418.56,782.011,1470.46,940.372,220,526,969.413
"FBgn0029955",102.1713,108.0686,67,51.1471,119.6317,100.182,77.18,118.0886
"FBgn0029957",932.893,926.327,678.791,719.555,862.969,933.44,807.312,669.595
"FBgn0029958",884.78,1312.858,853.8185,1270.241,925.39,828.0474,800.022,904.5
"FBgn0029959",739.313,857,683.183,822.51,812.677,753.368,646.151,690.773
"FBgn0029961",0,1,1,3,2,1,0,1
"FBgn0029962",295.9997,433.0009,330.0002,340.0004,406.00042,313.1051,343.0001,245.9998
"FBgn0029963",958.254,1413.14,843,1573.91,1008.26,175,515.159,1022.55
"FBgn0029964",115,241,123.157,201,135,30,86,123
"FBgn0029965",4,1,0,6,1,0,4,1
"FBgn0029966",47.0089,82,44,62,42,11.00229,25.25856,56
"FBgn0029968",4,99,113.507,33,41,87.4194,115,64
"FBgn0029969",824.0089,1347.716,766.413,1106.832,889.101,1080.7695,970.163,1009.5993
"FBgn0029970",420.836,362,281,266.354,330,338.078,283.008,227.051
"FBgn0029971",414.6371,941.122,687.21856,1254.7931,485.8602,528.30632,606.89653,484.6285
"FBgn0029974",266.169,470.2081,329.1774,536.0005,353.1508,280.9999,386.2414,237.49512
"FBgn0029975",1158.21,2062.42,1441.81,2259.15,1420.93,1315.95,1341.57,1524.51
"FBgn0029976",1008.0002,1283.819,1014.42538,1045.1185,1148.143,934.3117,928.103,1125.055
"FBgn0029977",5,9,3,3,7,8,14,5
"FBgn0029979",5234.91,6582.04,5095.25,5050.23,6136.09,5424.05,5619.17,5161.56
"FBgn0029980",365.9997,370,347.002,421.882,327.2031,632.006,402.008,341
"FBgn0029986",89.3787,143.696,86.4449,143.351,104.267,36.0805,52.1257,122.317
"FBgn0029987",63,104.486,60,122.779,68.0038,10,35.0649,78.7177
"FBgn0029989",347.138,581.023,328.009,571.986,349.105,92,196.214,411.087
"FBgn0029990",29220.4,21297.7,24284.1,21109.9,29665.4,49985.5,24527.5,38144.4
"FBgn0029992",1596.13,1948.6,1446.08,1442.26,1814.47,1594.51,1538.62,1542.12
"FBgn0029993",656,1089.01,572.108,1064.19,729.699,142.085,405,761.785
"FBgn0029994",369,532,391.18,471.003,426.261,385.376,471.466,255.331
"FBgn0029995",8.04648,12,5,17,8,13,10,11.0074
"FBgn0029996",4079.938,3855.907,3306.056,3562.444,4453.316,4611.541,3724.453,4376.443
"FBgn0029997",885.7124,1404.983,931.552,1141.422,1081.689,744.0256,905.9705,853.5483
"FBgn0029999",262,300.9996,220.0001,206.0007,285.5601,273.5302,199.3812,215.271039
"FBgn0030000",305.486,441.091,280.996,301,423.44,318,305.714,293.83
"FBgn0030001",251.8829842997,366.5353,230.764,222.1773,1655.562,697.304,394.4003,359.3535
"FBgn0030003",649,763.831,568.003,531.978,679.522,747.163,598.819,617.081
"FBgn0030004",941.114,1552.79,816.79,1476.9,1143.14,346.092,654.22,1163.23
"FBgn0030005",3.12069,6.01208,5.25034,5.33958,9.0099,11.0125,5.01266,5
"FBgn0030006",246.785,225.0198,197.0036,246.2747,271.9997,249.4188,236.9999,223.0638
"FBgn0030007",1056.64,1300.5,999.207,1126.04,1210.27,1213.26,1081.38,1212.44
"FBgn0030008",147.204,186.011,100,126,179.536,152.336,82,176.002
"FBgn0030009",13,49.7212,27.3241,53,30.7073,27.4034,35.4598,20
"FBgn0030010",184.49504,253.27864,164.714,180.3254,213.0062,116.927,119.61,225.085
"FBgn0030011",246.113,449.976,318.97,426.252,307.278,196.033,258,262.02
"FBgn0030012",221,263.408,187.15,210,223,251,200.15,195.005
"FBgn0030013",338.0002,419.9998,368.0109,405.4647,387.2529,445.22838,378.9997,351.3044
"FBgn0030014",346.652,653.063,359.369,654.965,435.549,69,223,471.821
"FBgn0030015",334.021,623.195,374.068,744.401,391,71,234,416.567
"FBgn0030016",13,5,2,7,14,13,6,9
"FBgn0030017",352.5228,467.1922,367.2282,397.5482,423.1112,427.8012,364.4552,355.6352
"FBgn0030018",1908.14215606,1960.331169,1534.78602411,1619.899195911,1928.0314366,1900.18000043482,1483.174641,1627.04474
"FBgn0030025",498.379,670.817,470.972,644.994,522.042,418.381,433.269,516.991
"FBgn0030026",232.777,365.8143,288.2642,324.255,286.501,487.392,340.292,251.2526
"FBgn0030027",1417.784,1688.919,1238.545,1399.297,1154.4539,3941.97,2381.507,3098.381
"FBgn0030028",322.3239,224.0749,235.002,200.8412,309.0942,670.7859,407.4013,222.6749
"FBgn0030029",73.6578,106.481,71.2301,87.3703,96.3092,96.6647,74.007,93.3227
"FBgn0030030",647.6527,1459.668,997.404,1451.584,935.16,706.2002,812.3027,760.8211
"FBgn0030033",1366.6,2388.58,1220.46,2445.42,1612.44,283.003,890.635,1697.47
"FBgn0030034",2307.974,2861.011,2022.932,1861.729,2223.387,2087.148,2396.716,1785.86
"FBgn0030035",1442.28,1881.17,1305.36,1505.2,1689.04,1416.19,1424.52,1608.4
"FBgn0030037",925.228,1246.16,892.92,977.568,1076.819,935.519,824.462,1082.6823
"FBgn0030038",4480.187,5822.1741,4589.288,4094.567,6032.851,7083.546436848,4477.306,7345.774
"FBgn0030039",357.92,504.097,346.335,480.84,410.215,286.9,305.965,393.118
"FBgn0030040",1343.3965,1161.3129,1303.774,1372.414,1002.2608,1287.0807,1120.0993,801.1592
"FBgn0030041",1482.51,1498.28,1651.13,1395.12,1648.96,2213.87,2385.62,2064.08
"FBgn0030048",293.99,281.79775,282.99846,260.04027,268.845,358.019,269.245,368.2148
"FBgn0030049",2045.3617,2779.1122,2151.475,2312.08,2247.8443,2520.2625,2375.11,1941.8115
"FBgn0030050",36.551299333,111.4562,78,179.0003,57.0855,6,35,43
"FBgn0030051",808.053,1141.0091,928.6397,713.1949,1770.8138,1900.3562,944.1225,1800.299
"FBgn0030052",1336.0809,1486.7665,1379.9693,1481.7849,1094.9321,1727.2846,1237.5158,1218.842
"FBgn0030053",1155.588,1109.864,900.4718,940.306,983.136,1180.9244,1034.3177013,836.9527
"FBgn0030054",877.351,691.16,663.199,456.229,567,548.431,700.014,487.406
"FBgn0030055",728.115,781.276,681.574,645.971,747.476,982.934,642.63,862.938
"FBgn0030056",1763.1667,1265.3819,1152.64722,1142.1771,1714.1765,2852.4081,1397.7375,1450.3614
"FBgn0030057",444.8948,464.78915,321.221,387.1576,490.7081,418.419,354.0078,386.6526
"FBgn0030058",226.1539,399.613,216.9999,339.3056,259.221,119.0095,179.0089,338.101
"FBgn0030060",992.5553,1329.9942,1142.7766,918.4533,1129.2021,987.3112,1243.9929,995.0317
"FBgn0030061",597.331,774.556,630.552,492.724,715.704,642.959,643.317,628.678
